SA2_CODE21,SA2_NAME21,CHG_FLAG21,CHG_LBL21,SA3_CODE21,SA3_NAME21,SA4_CODE21,SA4_NAME21,GCC_CODE21,GCC_NAME21,STE_CODE21,STE_NAME21,AUS_CODE21,AUS_NAME21,AREASQKM21,LOCI_URI21,WKT
308031220,Rockhampton Surrounds - West,3,Name change,30803,Rockhampton,308,Central Queensland,3RQLD,Rest of Qld,3,Queensland,AUS,Australia,4359.2243,http://linked.data.gov.au/dataset/asgsed3/SA2/308031220,"POLYGON ((149.672633 -23.082048, 149.713345 -23.107852, 149.677993 -23.211586, 149.687658 -23.245175, 149.721103 -23.251046, 149.710111 -23.325217, 149.746328 -23.324267, 149.767775 -23.383743, 149.766414 -23.405521, 149.731607 -23.440966, 149.800814 -23.540976, 149.739856 -23.571181, 149.750402 -23.618816, 149.767897 -23.627404, 149.864793 -23.577433, 149.893644 -23.583629, 149.891276 -23.665658, 149.986003 -23.754188, 150.005012 -23.74033, 149.997312 -23.713921, 150.066973 -23.712278, 150.074041 -23.6756, 150.098178 -23.658013, 150.223882 -23.648531, 150.262223 -23.668173, 150.286755 -23.630968, 150.351321 -23.656676, 150.371902 -23.610797, 150.353794 -23.595682, 150.35161 -23.558857, 150.361456 -23.543667, 150.343666 -23.530561, 150.351205 -23.504969, 150.330489 -23.471527, 150.407274 -23.445254, 150.429421 -23.408133, 150.4353 -23.371728, 150.452409 -23.384634, 150.49229 -23.359474, 150.479697 -23.317483, 150.44765 -23.337483, 150.452335 -23.315437, 150.420484 -23.244453, 150.3971 -23.241007, 150.366318 -23.266541, 150.342121 -23.246109, 150.401567 -23.191749, 150.383837 -23.178468, 150.384376 -23.142639, 150.29656 -23.137702, 150.250272 -23.112555, 150.211587 -23.108908, 150.156819 -23.143359, 150.134053 -23.122285, 150.13493 -23.096262, 150.065842 -23.083764, 150.078153 -23.047578, 150.064789 -23.035031, 150.032646 -23.044758, 150.024131 -23.073416, 150.001074 -23.086826, 149.96328 -23.077914, 149.925479 -23.056815, 149.933178 -23.013733, 149.879669 -22.988223, 149.841109 -23.000124, 149.821009 -22.981274, 149.77847 -23.014484, 149.73123 -23.025884, 149.72665 -23.057624, 149.672633 -23.082048))"
308031221,Shoalwater Bay,0,No change,30803,Rockhampton,308,Central Queensland,3RQLD,Rest of Qld,3,Queensland,AUS,Australia,3176.9624,http://linked.data.gov.au/dataset/asgsed3/SA2/308031221,"MULTIPOLYGON (((150.228309 -22.308663, 150.229889 -22.308113, 150.229059 -22.305843, 150.227969 -22.306173, 150.228309 -22.308663)), ((150.229859 -22.287373, 150.230349 -22.286473, 150.228429 -22.284763, 150.228479 -22.286893, 150.229859 -22.287373)), ((150.844871 -22.683567, 150.84327 -22.685173, 150.840547 -22.686186, 150.848167 -22.685198, 150.844871 -22.683567)), ((150.774831 -22.481699, 150.775681 -22.480579, 150.772671 -22.477069, 150.774101 -22.481019, 150.774831 -22.481699)), ((150.761301 -22.469669, 150.762291 -22.468209, 150.759621 -22.467969, 150.759611 -22.468419, 150.761301 -22.469669)), ((150.764126 -22.448928, 150.763406 -22.447568, 150.762306 -22.447908, 150.763276 -22.448698, 150.764126 -22.448928)), ((150.746161 -22.411859, 150.749181 -22.413229, 150.744721 -22.408799, 150.744341 -22.410489, 150.746161 -22.411859)), ((150.259374 -22.341721, 150.259984 -22.341171, 150.258904 -22.340591, 150.258364 -22.341241, 150.259374 -22.341721)), ((150.313227 -22.328572, 150.314327 -22.328242, 150.312877 -22.326872, 150.312387 -22.327322, 150.313227 -22.328572)), ((150.44959 -22.3238, 150.44972 -22.32324, 150.44899 -22.32324, 150.44911 -22.3238, 150.44959 -22.3238)), ((150.201959 -22.322953, 150.206589 -22.321643, 150.206629 -22.317813, 150.201779 -22.317543, 150.201959 -22.322953)), ((150.239694 -22.309881, 150.240184 -22.309431, 150.239584 -22.309091, 150.239214 -22.309531, 150.239694 -22.309881)), ((150.302762 -22.308511, 150.302892 -22.307501, 150.301672 -22.307831, 150.302032 -22.308401, 150.302762 -22.308511)), ((150.539322 -22.266761, 150.541622 -22.266661, 150.542232 -22.266331, 150.539212 -22.265291, 150.539322 -22.266761)), ((150.425029 -22.24966, 150.426609 -22.24934, 150.426979 -22.249, 150.424799 -22.24887, 150.425029 -22.24966)), ((150.439714 -22.206501, 150.439724 -22.205041, 150.437664 -22.205471, 150.438384 -22.206261, 150.439714 -22.206501)), ((150.455705 -22.311191, 150.454455 -22.307841, 150.449995 -22.305671, 150.449625 -22.306571, 150.455705 -22.311191)), ((150.42148 -22.2945, 150.431375 -22.271821, 150.463379 -22.2592, 150.464038 -22.22516, 150.439849 -22.23264, 150.430584 -22.252081, 150.442564 -22.254541, 150.41555 -22.27957, 150.42148 -22.2945)), ((150.473538 -22.20551, 150.472558 -22.20606, 150.472678 -22.20652, 150.473408 -22.2063, 150.473538 -22.20551)), ((150.738223 -22.61136, 150.734723 -22.60717, 150.737573 -22.61711, 150.738683 -22.61464, 150.738223 -22.61136)), ((150.79702 -22.56201, 150.796917 -22.564476, 150.799654 -22.564641, 150.798798 -22.562036, 150.79702 -22.56201)), ((150.737383 -22.60944, 150.737393 -22.60775, 150.736063 -22.60662, 150.735943 -22.60729, 150.737383 -22.60944)), ((150.710777 -22.626169, 150.711834 -22.625883, 150.710906 -22.624812, 150.7101 -22.625846, 150.710777 -22.626169)), ((150.496262 -22.553, 150.500287 -22.550331, 150.496972 -22.54049, 150.494347 -22.549051, 150.496262 -22.553)), ((150.680714 -22.57086, 150.682844 -22.57167, 150.678794 -22.56589, 150.678674 -22.56781, 150.680714 -22.57086)), ((150.688559 -22.558889, 150.690729 -22.557389, 150.690609 -22.556719, 150.688989 -22.557149, 150.688559 -22.558889)), ((150.679254 -22.56421, 150.680604 -22.5632, 150.680604 -22.56219, 150.679384 -22.5624, 150.679254 -22.56421)), ((150.770013 -22.518103, 150.771762 -22.517871, 150.772123 -22.517597, 150.770559 -22.516961, 150.770013 -22.518103)), ((150.449272 -22.52254, 150.450252 -22.52187, 150.450622 -22.52108, 150.449042 -22.52197, 150.449272 -22.52254)), ((150.451962 -22.52121, 150.452332 -22.52087, 150.452212 -22.52053, 150.451722 -22.52053, 150.451962 -22.52121)), ((150.449865 -22.319641, 150.450155 -22.314571, 150.443025 -22.311811, 150.446955 -22.320411, 150.449865 -22.319641)), ((150.660631 -22.33951, 150.662611 -22.33467, 150.657431 -22.32957, 150.656201 -22.33204, 150.660631 -22.33951)), ((150.71813 -22.34021, 150.71923 -22.33965, 150.71924 -22.33818, 150.71753 -22.33908, 150.71813 -22.34021)), ((150.659156 -22.343209, 150.659406 -22.342649, 150.658676 -22.342309, 150.658556 -22.342759, 150.659156 -22.343209)), ((150.667266 -22.345519, 150.667396 -22.344839, 150.667026 -22.344839, 150.666786 -22.345179, 150.667266 -22.345519)), ((150.714935 -22.339048, 150.714995 -22.338258, 150.714635 -22.338148, 150.714385 -22.338478, 150.714935 -22.339048)), ((150.251619 -22.364772, 150.261859 -22.371062, 150.282678 -22.351752, 150.273138 -22.347152, 150.251619 -22.364772)), ((150.518424 -22.373371, 150.526284 -22.376691, 150.528734 -22.374011, 150.520914 -22.366511, 150.518424 -22.373371)), ((150.514744 -22.378751, 150.506184 -22.380241, 150.509494 -22.382321, 150.516404 -22.382711, 150.514744 -22.378751)), ((150.443627 -22.515291, 150.445562 -22.51687, 150.449322 -22.51701, 150.443292 -22.51291, 150.443627 -22.515291)), ((150.535494 -22.422531, 150.533544 -22.422851, 150.537025 -22.427841, 150.537884 -22.426941, 150.535494 -22.422531)), ((150.734551 -22.44042, 150.736391 -22.437729, 150.735801 -22.4357, 150.733712 -22.43952, 150.734551 -22.44042)), ((150.741241 -22.403389, 150.740021 -22.404379, 150.743151 -22.406309, 150.743291 -22.405189, 150.741241 -22.403389)), ((150.437592 -22.51219, 150.438702 -22.51039, 150.437262 -22.50846, 150.436982 -22.51173, 150.437592 -22.51219)), ((150.729142 -22.43284, 150.730851 -22.43161, 150.730491 -22.43025, 150.727561 -22.43226, 150.729142 -22.43284)), ((150.757232 -22.478999, 150.758212 -22.478329, 150.756162 -22.476179, 150.755792 -22.477639, 150.757232 -22.478999)), ((150.447952 -22.5214, 150.448687 -22.520061, 150.446762 -22.51857, 150.446512 -22.51902, 150.447952 -22.5214)), ((150.537365 -22.431221, 150.538215 -22.430221, 150.537625 -22.428751, 150.536285 -22.429641, 150.537365 -22.431221)), ((150.404232 -22.49456, 150.406552 -22.49357, 150.406552 -22.49323, 150.405832 -22.49288, 150.404232 -22.49456)), ((150.731126 -22.427198, 150.732106 -22.426528, 150.731866 -22.425848, 150.730526 -22.426298, 150.731126 -22.427198)), ((150.446432 -22.52105, 150.446022 -22.51947, 150.444822 -22.51811, 150.444772 -22.51853, 150.446432 -22.52105)), ((150.532169 -22.384169, 150.532659 -22.383829, 150.532549 -22.383039, 150.531449 -22.383369, 150.532169 -22.384169)), ((150.752546 -22.454498, 150.752316 -22.453598, 150.751586 -22.453928, 150.751816 -22.454498, 150.752546 -22.454498)), ((150.325483 -22.428081, 150.324963 -22.427321, 150.324153 -22.427281, 150.324153 -22.427611, 150.325483 -22.428081)), ((150.528479 -22.376019, 150.528849 -22.375689, 150.528239 -22.375229, 150.527999 -22.375569, 150.528479 -22.376019)), ((150.78734 -22.923566, 150.835165 -22.684194, 150.80561 -22.673213, 150.803737 -22.646836, 150.778432 -22.641026, 150.789333 -22.536781, 150.769568 -22.521766, 150.752856 -22.530717, 150.774155 -22.552391, 150.740633 -22.59729, 150.752973 -22.60458, 150.748533 -22.61011, 150.741318 -22.603818, 150.751648 -22.621578, 150.739354 -22.627311, 150.758859 -22.626693, 150.748404 -22.635883, 150.739395 -22.631476, 150.736148 -22.623559, 150.733309 -22.64138, 150.70726 -22.636183, 150.694134 -22.60636, 150.71533 -22.623429, 150.714558 -22.633352, 150.732181 -22.623415, 150.718979 -22.600189, 150.724833 -22.56314, 150.691728 -22.553569, 150.679559 -22.573439, 150.688873 -22.54465, 150.667054 -22.52253, 150.673778 -22.501029, 150.644273 -22.47427, 150.647753 -22.4719, 150.658393 -22.47862, 150.674308 -22.494719, 150.678343 -22.47322, 150.723938 -22.518588, 150.730962 -22.48505, 150.758526 -22.468398, 150.753331 -22.446279, 150.693222 -22.43059, 150.669191 -22.34723, 150.650472 -22.36898, 150.672312 -22.40249, 150.666343 -22.45409, 150.657873 -22.4511, 150.650313 -22.43899, 150.655297 -22.422099, 150.627343 -22.44166, 150.646293 -22.42397, 150.627993 -22.42103, 150.657787 -22.414229, 150.643877 -22.391249, 150.610943 -22.38888, 150.642507 -22.379629, 150.617252 -22.34982, 150.640682 -22.36339, 150.645797 -22.345489, 150.625917 -22.327659, 150.604142 -22.33508, 150.562448 -22.316399, 150.539844 -22.350641, 150.529959 -22.402409, 150.556424 -22.430571, 150.546339 -22.431729, 150.539949 -22.426949, 150.538605 -22.442391, 150.590029 -22.464049, 150.53308 -22.450009, 150.55629 -22.477009, 150.593034 -22.475791, 150.601864 -22.48613, 150.587409 -22.487489, 150.607824 -22.500831, 150.552465 -22.483981, 150.597565 -22.559421, 150.59181 -22.574769, 150.551541 -22.566479, 150.559941 -22.603399, 150.553016 -22.593111, 150.552161 -22.579679, 150.547451 -22.57603, 150.537372 -22.59017, 150.550647 -22.617131, 150.546632 -22.61616, 150.538032 -22.5984, 150.529847 -22.602291, 150.544066 -22.573541, 150.530397 -22.581331, 150.514807 -22.557431, 150.537876 -22.572371, 150.544776 -22.561371, 150.491786 -22.521411, 150.497652 -22.56022, 150.483912 -22.5343, 150.450732 -22.52266, 150.448677 -22.534721, 150.383873 -22.46543, 150.301034 -22.421331, 150.300543 -22.397651, 150.217115 -22.393911, 150.205845 -22.369081, 150.175092 -22.355235, 150.154446 -22.370045, 150.177854 -22.39942, 150.116266 -22.431796, 150.112687 -22.459258, 150.094729 -22.457239, 150.107888 -22.49126, 150.091518 -22.632952, 150.143688 -22.705163, 150.146472 -22.741344, 150.237974 -22.753399, 150.242582 -22.773766, 150.202561 -22.803729, 150.225777 -22.806334, 150.220419 -22.848574, 150.311858 -22.835604, 150.376521 -22.85938, 150.381629 -22.832951, 150.475525 -22.843821, 150.474719 -22.885289, 150.538839 -22.893094, 150.536089 -22.912834, 150.594554 -22.898158, 150.581809 -22.847109, 150.607903 -22.843404, 150.616075 -22.813655, 150.65279 -22.821222, 150.658269 -22.810698, 150.690196 -22.862444, 150.717323 -22.863187, 150.736087 -22.928245, 150.78734 -22.923566)), ((150.472084 -22.285851, 150.462884 -22.300811, 150.500044 -22.303071, 150.478489 -22.32064, 150.489964 -22.325051, 150.475684 -22.335171, 150.485629 -22.350009, 150.523004 -22.333491, 150.527513 -22.316621, 150.542513 -22.321121, 150.544263 -22.299491, 150.560797 -22.294969, 150.534883 -22.275411, 150.519662 -22.225021, 150.489398 -22.20664, 150.470243 -22.221611, 150.495823 -22.235221, 150.492313 -22.255461, 150.478314 -22.255381, 150.500503 -22.269621, 150.475479 -22.2611, 150.472084 -22.285851)), ((150.465015 -22.335431, 150.464415 -22.334191, 150.462905 -22.339921, 150.464985 -22.338921, 150.465015 -22.335431)))"
308031222,The Range - Allenstown,0,No change,30803,Rockhampton,308,Central Queensland,3RQLD,Rest of Qld,3,Queensland,AUS,Australia,5.4954,http://linked.data.gov.au/dataset/asgsed3/SA2/308031222,"POLYGON ((150.499347 -23.374446, 150.489547 -23.390431, 150.499952 -23.41206, 150.511089 -23.392827, 150.499347 -23.374446))"
308031223,Yeppoon,0,No change,30803,Rockhampton,308,Central Queensland,3RQLD,Rest of Qld,3,Queensland,AUS,Australia,78.5558,http://linked.data.gov.au/dataset/asgsed3/SA2/308031223,"MULTIPOLYGON (((150.804962 -23.17331, 150.805572 -23.17286, 150.805322 -23.17207, 150.803982 -23.17275, 150.804962 -23.17331)), ((150.753454 -23.101357, 150.721764 -23.093748, 150.711776 -23.129507, 150.664201 -23.130283, 150.701777 -23.142151, 150.697401 -23.169383, 150.713571 -23.19533, 150.732352 -23.183594, 150.758703 -23.194832, 150.763196 -23.213738, 150.780078 -23.203231, 150.788732 -23.199639, 150.794903 -23.163827, 150.774823 -23.165232, 150.751182 -23.136691, 150.753454 -23.101357)))"
308041528,Banana,0,No change,30804,Biloela,308,Central Queensland,3RQLD,Rest of Qld,3,Queensland,AUS,Australia,28531.2933,http://linked.data.gov.au/dataset/asgsed3/SA2/308041528,"POLYGON ((149.986003 -23.754188, 150.013618 -23.814185, 150.062311 -23.861133, 150.051253 -23.901925, 149.927589 -23.888822, 149.919487 -23.933326, 149.893829 -23.958839, 149.881069 -23.968116, 149.843168 -23.954439, 149.849898 -24.001768, 149.823415 -23.9978, 149.790604 -24.065869, 149.833814 -24.092339, 149.841825 -24.152309, 149.828827 -24.165017, 149.670441 -24.154509, 149.651861 -24.1655, 149.684804 -24.222987, 149.679558 -24.240786, 149.740088 -24.324329, 149.787391 -24.545075, 149.740133 -24.539757, 149.725755 -24.598008, 149.749802 -24.619691, 149.734394 -24.65685, 149.60659 -24.790661, 149.611866 -24.889181, 149.585512 -24.887766, 149.578429 -24.781033, 149.533713 -24.7766, 149.446838 -24.91089, 149.461089 -24.977226, 149.450098 -25.001251, 149.411736 -25.008621, 149.364782 -24.977666, 149.337356 -24.985777, 149.321656 -25.016359, 149.281843 -25.00854, 149.273649 -25.064038, 149.182222 -25.005484, 149.195843 -25.033668, 149.172003 -25.09033, 149.108583 -25.14049, 149.072542 -25.110797, 149.101011 -25.05844, 149.091876 -25.003039, 149.071123 -25.001893, 149.056554 -24.978221, 149.037529 -24.877877, 148.992586 -24.873137, 148.971509 -24.848067, 148.938 -24.837063, 148.860539 -24.89467, 148.876192 -24.911022, 148.838011 -24.935708, 148.827713 -25.002259, 148.818918 -25.012969, 148.817016 -24.994462, 148.813737 -25.011061, 148.817357 -25.071409, 148.873967 -25.14773, 148.858278 -25.162961, 148.879285 -25.227572, 148.93362 -25.232848, 148.92519 -25.264084, 148.978685 -25.310866, 148.949969 -25.328564, 148.973395 -25.346301, 148.979976 -25.375242, 148.956428 -25.401615, 148.953134 -25.456767, 148.938054 -25.458575, 149.024325 -25.559786, 148.983724 -25.58866, 148.985655 -25.61344, 149.0197 -25.604, 149.032555 -25.640572, 149.056967 -25.625126, 149.04914 -25.647357, 149.065528 -25.64721, 149.056934 -25.669403, 148.97352 -25.713289, 148.938875 -25.685675, 148.923772 -25.740471, 148.900727 -25.760076, 148.961168 -25.789748, 149.031386 -25.769659, 149.028306 -25.804461, 149.108322 -25.873182, 149.097302 -25.947886, 149.302807 -25.966071, 149.327814 -25.925237, 149.398643 -25.87602, 149.483538 -25.89186, 149.476842 -25.933493, 149.575494 -25.944152, 149.584935 -25.886397, 149.649201 -25.894475, 149.73591 -25.849527, 149.771407 -25.905955, 149.783041 -25.890688, 149.770889 -25.852344, 149.817834 -25.851566, 149.823586 -25.828281, 149.850816 -25.837466, 149.897301 -25.814803, 150.02175 -25.865164, 150.027033 -25.829655, 150.049888 -25.839911, 150.055953 -25.813117, 150.085447 -25.812034, 150.096262 -25.794242, 150.128699 -25.818477, 150.159256 -25.819095, 150.180597 -25.805142, 150.174472 -25.780094, 150.279118 -25.796252, 150.281937 -25.778835, 150.295102 -25.780232, 150.336676 -25.790394, 150.345443 -25.817671, 150.388763 -25.81451, 150.426029 -25.773963, 150.434155 -25.733619, 150.418499 -25.675147, 150.436471 -25.661402, 150.43675 -25.606379, 150.402303 -25.598353, 150.412426 -25.567352, 150.392303 -25.53161, 150.401924 -25.503418, 150.38525 -25.502488, 150.369656 -25.476095, 150.404766 -25.431376, 150.391164 -25.419183, 150.402415 -25.414373, 150.396066 -25.39067, 150.417898 -25.372466, 150.406515 -25.362126, 150.416688 -25.331111, 150.442596 -25.320589, 150.443525 -25.281953, 150.458817 -25.277964, 150.471676 -25.190457, 150.502258 -25.192668, 150.508247 -25.17359, 150.55748 -25.16162, 150.556629 -25.133771, 150.578814 -25.112409, 150.55648 -25.094077, 150.553325 -24.986314, 150.539593 -24.960678, 150.605977 -24.798507, 150.586531 -24.731464, 150.655864 -24.693128, 150.873001 -24.721785, 150.883322 -24.678255, 150.911133 -24.650399, 150.897643 -24.630515, 150.867611 -24.631019, 150.81913 -24.603938, 150.826245 -24.554736, 150.880754 -24.551996, 150.968901 -24.578437, 150.98122 -24.549057, 150.963763 -24.508455, 150.983089 -24.471795, 150.965726 -24.467543, 150.938427 -24.402442, 150.913452 -24.422877, 150.861589 -24.4098, 150.848858 -24.381468, 150.862107 -24.353785, 150.786027 -24.371925, 150.770169 -24.35376, 150.79067 -24.290854, 150.777865 -24.270191, 150.799386 -24.254629, 150.814243 -24.179926, 150.782152 -24.145073, 150.722854 -24.137437, 150.720587 -24.07519, 150.697641 -24.042474, 150.702202 -23.987529, 150.677077 -23.939282, 150.62017 -23.905213, 150.602614 -23.833626, 150.547205 -23.82428, 150.533605 -23.849479, 150.493573 -23.845625, 150.464334 -23.853568, 150.447955 -23.82327, 150.411788 -23.815191, 150.386398 -23.837416, 150.340916 -23.807282, 150.318533 -23.822404, 150.305598 -23.794045, 150.31739 -23.765564, 150.289617 -23.758366, 150.279813 -23.723813, 150.253795 -23.704539, 150.268032 -23.691347, 150.25278 -23.676824, 150.262223 -23.668173, 150.223882 -23.648531, 150.098178 -23.658013, 150.074041 -23.6756, 150.066973 -23.712278, 149.997312 -23.713921, 150.005012 -23.74033, 149.986003 -23.754188), (150.495291 -24.38054, 150.498659 -24.359808, 150.501509 -24.379501, 150.532292 -24.382524, 150.546997 -24.410285, 150.503934 -24.418852, 150.491488 -24.409492, 150.495291 -24.38054))"
308041529,Biloela,0,No change,30804,Biloela,308,Central Queensland,3RQLD,Rest of Qld,3,Queensland,AUS,Australia,18.8932,http://linked.data.gov.au/dataset/asgsed3/SA2/308041529,"POLYGON ((150.495291 -24.38054, 150.491488 -24.409492, 150.503934 -24.418852, 150.546997 -24.410285, 150.532292 -24.382524, 150.501509 -24.379501, 150.498659 -24.359808, 150.495291 -24.38054))"
308051530,Agnes Water - Miriam Vale,0,No change,30805,Gladstone,308,Central Queensland,3RQLD,Rest of Qld,3,Queensland,AUS,Australia,3772.801,http://linked.data.gov.au/dataset/asgsed3/SA2/308051530,"MULTIPOLYGON (((152.38972 -23.909082, 152.393786 -23.909198, 152.395433 -23.905219, 152.391581 -23.905487, 152.38972 -23.909082)), ((152.3664 -23.864076, 152.366989 -23.863086, 152.36572 -23.862366, 152.36522 -23.863176, 152.3664 -23.864076)), ((152.368389 -23.857946, 152.36928 -23.857496, 152.36811 -23.856406, 152.36761 -23.857496, 152.368389 -23.857946)), ((152.37301 -23.857156, 152.37921 -23.854196, 152.38069 -23.852576, 152.37903 -23.851756, 152.37301 -23.857156)), ((152.28736 -23.807107, 152.28872 -23.808647, 152.292569 -23.805327, 152.289329 -23.805667, 152.28736 -23.807107)), ((152.30025 -23.801477, 152.30182 -23.800757, 152.299769 -23.799667, 152.29937 -23.800927, 152.30025 -23.801477)), ((152.713008 -24.117909, 152.718183 -24.116479, 152.717292 -24.108882, 152.711893 -24.110885, 152.713008 -24.117909)), ((151.537068 -24.083198, 151.544569 -24.084128, 151.547669 -24.078388, 151.541658 -24.074638, 151.537068 -24.083198)), ((151.652172 -24.046899, 151.660632 -24.052679, 151.664092 -24.048179, 151.660542 -24.042859, 151.652172 -24.046899)), ((151.655922 -24.043229, 151.652842 -24.036239, 151.644232 -24.036699, 151.651992 -24.042559, 151.655922 -24.043229)), ((151.469698 -24.045122, 151.475215 -24.053705, 151.475778 -24.048738, 151.464408 -24.037247, 151.469698 -24.045122)), ((151.457345 -24.050044, 151.460725 -24.056481, 151.459785 -24.039354, 151.45902 -24.045492, 151.457345 -24.050044)), ((151.634307 -24.025047, 151.634807 -24.022797, 151.624112 -24.022099, 151.624722 -24.023789, 151.634307 -24.025047)), ((151.468521 -24.062786, 151.469706 -24.064239, 151.471366 -24.062717, 151.469612 -24.060538, 151.468521 -24.062786)), ((151.461076 -24.058154, 151.458721 -24.056689, 151.458025 -24.058523, 151.461066 -24.059644, 151.461076 -24.058154)), ((151.662822 -24.052139, 151.665892 -24.052029, 151.666142 -24.050669, 151.665032 -24.049659, 151.662822 -24.052139)), ((151.727665 -24.045277, 151.725446 -24.045497, 151.723345 -24.048767, 151.723966 -24.049337, 151.727665 -24.045277)), ((151.469616 -24.066325, 151.468981 -24.065246, 151.46788 -24.065197, 151.468449 -24.06719, 151.469616 -24.066325)), ((151.673667 -24.054397, 151.673417 -24.054847, 151.676977 -24.056097, 151.676977 -24.055757, 151.673667 -24.054397)), ((151.727736 -24.061757, 151.729086 -24.061197, 151.727376 -24.060287, 151.726995 -24.061307, 151.727736 -24.061757)), ((151.625857 -24.016557, 151.626717 -24.015437, 151.626107 -24.014307, 151.625117 -24.015997, 151.625857 -24.016557)), ((151.736916 -24.033676, 151.737536 -24.033106, 151.736675 -24.032096, 151.735566 -24.033106, 151.736916 -24.033676)), ((151.461222 -24.061824, 151.461314 -24.060381, 151.459771 -24.060069, 151.460194 -24.061182, 151.461222 -24.061824)), ((151.670336 -24.054727, 151.669976 -24.053487, 151.668626 -24.053817, 151.669116 -24.054497, 151.670336 -24.054727)), ((151.732656 -24.018316, 151.733276 -24.016956, 151.732296 -24.016736, 151.732165 -24.017856, 151.732656 -24.018316)), ((151.441788 -24.077299, 151.474652 -24.111422, 151.44109 -24.144542, 151.443361 -24.185958, 151.411662 -24.191756, 151.395735 -24.17889, 151.363752 -24.195133, 151.398332 -24.242733, 151.401682 -24.278487, 151.439572 -24.293886, 151.457424 -24.345833, 151.456035 -24.356901, 151.433818 -24.353603, 151.415356 -24.38397, 151.433064 -24.399396, 151.42698 -24.464573, 151.470615 -24.536584, 151.486711 -24.541119, 151.504844 -24.593565, 151.542303 -24.617436, 151.541612 -24.645595, 151.514573 -24.669762, 151.527747 -24.692423, 151.565331 -24.710476, 151.601252 -24.70176, 151.639021 -24.730393, 151.677089 -24.695387, 151.745258 -24.771745, 151.750793 -24.735836, 151.788857 -24.740693, 151.842804 -24.792046, 151.884193 -24.768731, 151.892575 -24.742548, 151.923225 -24.738657, 151.928612 -24.708792, 151.962216 -24.70286, 151.960595 -24.676482, 151.990826 -24.680869, 151.996147 -24.644245, 151.959349 -24.640934, 151.960052 -24.608444, 151.985697 -24.611331, 151.988677 -24.59143, 151.959355 -24.586977, 151.998702 -24.515579, 152.046005 -24.526762, 152.057583 -24.511983, 152.005864 -24.433664, 151.943413 -24.240135, 151.906211 -24.20783, 151.886324 -24.149425, 151.869014 -24.189586, 151.878983 -24.193666, 151.849145 -24.218456, 151.865833 -24.179306, 151.875823 -24.171536, 151.835935 -24.176886, 151.793115 -24.126246, 151.784755 -24.121936, 151.785104 -24.129386, 151.771485 -24.129516, 151.77172 -24.124701, 151.779325 -24.128357, 151.786735 -24.117646, 151.764645 -24.015216, 151.738416 -24.003246, 151.744901 -24.032008, 151.715851 -24.087249, 151.704566 -24.039807, 151.730306 -24.022486, 151.644292 -23.977369, 151.610563 -23.979239, 151.604373 -24.008829, 151.630162 -24.013089, 151.638172 -23.996929, 151.641632 -24.002619, 151.632872 -24.011289, 151.646836 -24.027567, 151.637592 -24.032859, 151.677482 -24.049569, 151.685661 -24.067309, 151.664662 -24.060479, 151.682472 -24.104099, 151.634682 -24.055769, 151.610393 -24.042489, 151.582703 -24.049849, 151.573663 -24.035709, 151.555324 -24.069959, 151.580093 -24.087089, 151.560474 -24.073589, 151.563639 -24.111398, 151.552814 -24.081689, 151.545424 -24.113269, 151.547734 -24.089339, 151.524744 -24.088919, 151.526844 -24.060259, 151.501066 -24.044988, 151.543944 -24.029279, 151.440508 -23.99202, 151.441589 -24.015801, 151.474809 -24.03363, 151.493791 -24.066999, 151.484331 -24.074697, 151.471909 -24.063886, 151.465788 -24.071944, 151.443499 -24.026025, 151.441788 -24.077299)), ((151.871023 -24.168366, 151.876314 -24.167926, 151.879894 -24.162735, 151.874604 -24.164426, 151.871023 -24.168366)))"
308051531,Boyne Island - Tannum Sands,0,No change,30805,Gladstone,308,Central Queensland,3RQLD,Rest of Qld,3,Queensland,AUS,Australia,122.9585,http://linked.data.gov.au/dataset/asgsed3/SA2/308051531,"POLYGON ((151.288356 -23.943641, 151.301376 -23.954822, 151.311691 -23.94519, 151.308368 -23.976605, 151.357501 -24.008686, 151.386445 -24.051612, 151.433484 -24.030136, 151.426872 -23.987453, 151.354831 -23.935754, 151.322441 -23.873429, 151.292397 -23.931778, 151.288356 -23.943641))"
308051532,Callemondah,0,No change,30805,Gladstone,308,Central Queensland,3RQLD,Rest of Qld,3,Queensland,AUS,Australia,32.726,http://linked.data.gov.au/dataset/asgsed3/SA2/308051532,"MULTIPOLYGON (((151.226811 -23.814415, 151.22625 -23.813115, 151.225135 -23.813329, 151.226539 -23.814095, 151.226811 -23.814415)), ((151.216269 -23.8186, 151.218577 -23.820527, 151.222767 -23.81763, 151.219711 -23.816941, 151.216269 -23.8186)), ((151.171419 -23.805788, 151.160119 -23.814939, 151.18321 -23.853749, 151.203358 -23.869993, 151.235201 -23.864706, 151.2322 -23.849185, 151.252038 -23.832161, 151.232115 -23.815366, 151.192826 -23.826986, 151.171419 -23.805788)))"
308051533,Clinton - New Auckland,0,No change,30805,Gladstone,308,Central Queensland,3RQLD,Rest of Qld,3,Queensland,AUS,Australia,22.7815,http://linked.data.gov.au/dataset/asgsed3/SA2/308051533,"POLYGON ((151.18321 -23.853749, 151.190102 -23.88713, 151.231783 -23.90061, 151.246333 -23.927425, 151.247899 -23.884283, 151.238381 -23.872852, 151.235201 -23.864706, 151.203358 -23.869993, 151.18321 -23.853749))"
